track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,decade
Danse de Shéhérazade,André Hossein,spotify:track:1cOfpCDP1pRIIvbi4YhnUk,0.0653,0.122,9,-20.25,1,0.0403,0.966,0.905,0.107,0.0448,61.002,153765,3,74.62516,7,0,1960
Wenn ich ein Vöglein wär',Traditional,spotify:track:1hWKGDqV682l8S59YALayX,0.374,0.00615,8,-28.224,1,0.0394,0.966,0.0,0.259,0.343,88.15,89364,1,31.01609,5,0,1960
Mantras,Allen Ginsberg,spotify:track:3GuBkvLnIyX1oYRBOI96Wq,0.313,0.896,0,-7.389,1,0.044,0.709,0.00173,0.368,0.25,129.754,619973,4,29.46544,23,0,1960
Here's That Rainy Day,Sérgio Mendes,spotify:track:5LF1rf1lxC2roeg0oGPJok,0.404,0.33,2,-11.258,0,0.0268,0.87,0.739,0.143,0.404,110.497,140507,4,20.33489,11,0,1960
Xote Da Pipira,Marinês E Sua Gente,spotify:track:0nfZFbcKuLxhVkT2joAeJm,0.697,0.605,3,-7.366,1,0.0313,0.495,0.0,0.186,0.871,142.663,158787,4,39.47777,8,0,1960
Meditation,Antônio Carlos Jobim,spotify:track:2dSIFKLj9PXMsY2BuT1KZX,0.606,0.255,10,-18.257,1,0.0301,0.523,0.727,0.0568,0.457,132.819,195200,4,48.2564,13,0,1960
What Perfume This? O Shepherds Say! [France],Traditional,spotify:track:1aYBFogL1kowbbA8Ng9Whw,0.222,0.0699,4,-27.794,1,0.038,0.992,0.283,0.121,0.256,131.163,133627,4,12.55142,8,0,1960
That Lucky Old Sun,Yusef Lateef,spotify:track:4UffSiE9pycq3SMbJqmTyP,0.451,0.0844,3,-16.47,1,0.0375,0.837,0.728,0.307,0.485,132.133,448493,5,42.96199,22,0,1960
Due Contro Cinque,Ennio Morricone,spotify:track:3ynqRejSij0vwlyKJ26nMr,0.334,0.145,2,-20.2,0,0.0665,0.929,0.65,0.108,0.0621,84.856,226533,4,23.87644,11,0,1960
The School,Jerry Goldsmith,spotify:track:6wagLPyQpCIAfX7xzWcJ7P,0.252,0.192,1,-15.682,1,0.0401,0.841,0.737,0.0934,0.0555,138.382,217640,4,23.03042,12,0,1960
Mr Slaters Parrot - 2007 Remaster,The Bonzo Dog Band,spotify:track:5IhOysrSo9cmIxM4e05oSL,0.757,0.583,10,-14.738,1,0.0883,0.167,0.261,0.13,0.855,131.463,148373,4,26.25228,6,0,1960
Il n'y a pas d'amour heureux - Remasterisé en 2016,Françoise Hardy,spotify:track:5MeRp8hOuqB490UWMJ7ber,0.384,0.262,7,-11.362,0,0.0393,0.875,0.000202,0.125,0.476,134.812,145147,4,36.60254,9,0,1960
Wolgalied,Vienna State Opera Orchestra,spotify:track:6EkJihBayb907vrhKmPurk,0.126,0.263,7,-10.254,1,0.0359,0.907,0.597,0.18,0.146,87.62,165133,4,30.53188,10,0,1960
Butterfly,Scott Walker,spotify:track:0BWIgLFjFVUaR51dm1uCdV,0.264,0.189,8,-19.042,0,0.0356,0.972,0.0654,0.136,0.158,85.936,99147,4,32.32486,5,0,1960
Tosca (Sung in German): Act I: Gib mir die Farben! (Cavaradossi),Giacomo Puccini,spotify:track:1JTPajVGTonoKCoHTtdXzS,0.278,0.0469,5,-25.774,1,0.0333,0.989,0.838,0.115,0.383,82.959,38427,1,10.07501,3,0,1960
North Pole Penguin - Version 2,Piero Piccioni,spotify:track:6UdhjDxKjWiFNObQeJvwxp,0.472,0.386,5,-16.733,1,0.0429,0.338,2.11e-05,0.136,0.802,110.54,92840,4,33.11965,5,0,1960
O Sorriso de Fátima,Canhoto,spotify:track:1IeGemWj2BsN4a93a24E1M,0.591,0.405,0,-14.709,1,0.0492,0.923,0.964,0.112,0.848,88.267,121661,4,35.6972,4,0,1960
"Alegria, Alegria - Remastered 2006",Caetano Veloso,spotify:track:0aoQV1TuaTrcpJaMfJ3wgj,0.198,0.432,6,-10.072,1,0.0333,0.667,2.36e-05,0.683,0.736,202.401,168213,4,25.52251,10,0,1960
Misirlou,Laurindo Almeida,spotify:track:74AEgwgCpbYRN7H9FMBUEB,0.447,0.322,7,-16.83,0,0.0432,0.402,0.302,0.0814,0.704,171.913,166827,4,37.28837,9,0,1960
4 Songs: Election (It Strikes Me That) - Première Recording,American Symphony Orchestra,spotify:track:0ytAYaqYu1a85O7R48EJJ7,0.211,0.321,0,-15.551,1,0.0366,0.935,0.00141,0.351,0.119,78.684,247520,4,28.24332,13,0,1960
You Get Down by the Pool Hall Clickety Clack - Sister Song,Michael Hurley,spotify:track:5kLBSIKJlPYEAzB9MSVgSj,0.576,0.229,4,-17.556,1,0.0336,0.849,0.0,0.0655,0.597,78.242,214960,4,34.74015,9,0,1960
Cloud 9,Pucho & The Latin Soul Brothers,spotify:track:11PV7cHV89e1fvA0L12Eva,0.677,0.877,8,-8.179,1,0.0499,0.558,0.722,0.0657,0.861,130.537,538084,4,38.0424,23,0,1960
Revolt Of The Dyke Brigade - Instrumental,John Fahey,spotify:track:2EBTfaNjp7RqQAhXvfmU2w,0.482,0.5,0,-8.524,1,0.0486,0.809,0.806,0.0877,0.442,81.644,158760,4,39.22217,9,0,1960
Malik,François de Roubaix,spotify:track:1FdlHUTv4vFoJbG1pVOgQl,0.478,0.158,9,-20.037,1,0.0322,0.164,0.00197,0.12,0.158,96.949,86093,4,38.11744,4,0,1960
"Der Barbier von Sevilla: Act I - ""Strahlt auf mich der Blitz des Goldes""",Staatskapelle Berlin,spotify:track:0ymD9crzuL41UNpYGY4PKs,0.482,0.182,7,-19.648,1,0.0614,0.953,3.5e-05,0.313,0.335,139.73,477960,4,35.98019,21,0,1960
You're Probably Wondering Why I'm Here,Frank Zappa,spotify:track:6K7nz8CasqgyDGnkZOZuw8,0.585,0.392,2,-13.633,1,0.0306,0.134,0.0,0.131,0.853,139.07,218133,4,28.25307,14,0,1960
Aa Engum Inbam,Jolly Abraham,spotify:track:4ByGnafUnU4hMDJ2ir0ygP,0.559,0.464,0,-8.907,1,0.028,0.518,2.93e-06,0.247,0.414,102.295,472173,4,29.15657,21,0,1960
Effervescence,The Lloyd McNeill Quartet,spotify:track:3pyTNlmtAjmhQTPgwvApLi,0.346,0.461,7,-15.614,1,0.0548,0.568,0.153,0.147,0.464,138.997,388400,4,75.80267,18,0,1960
"Symphony No. 4 in A Major, Op. 90 ""Italian"": II. Andante con moto",National Philharmonic Orchestra,spotify:track:0rz2PzehTX1PxJYmYSR4T3,0.197,0.0353,9,-25.452,1,0.0374,0.934,0.839,0.0749,0.224,147.335,348667,4,37.21245,16,0,1960
Only Friends - Remastered,Françoise Hardy,spotify:track:0h864CFoHEhcKvdbpfRpGz,0.798,0.193,2,-14.769,1,0.0638,0.854,4.61e-05,0.257,0.754,118.6,138827,4,31.97425,9,0,1960
Nuestro Balance,Tito Rodriguez,spotify:track:4g8gADD4hDZlJda4hJVqDc,0.404,0.245,9,-14.003,0,0.0294,0.834,1.3e-06,0.22,0.731,89.256,180307,3,26.5637,7,0,1960
DOVE IN HAWK'S CLOTHING,Ultimate Spinach,spotify:track:4shgppecj0hmRHBg2zdq9p,0.457,0.79,2,-5.201,1,0.0368,0.259,0.00275,0.126,0.84,123.401,234000,4,23.71306,9,0,1960
Idhugo Nennunnanu,P. Susheela,spotify:track:6sdm3xDwYM6hJb7bGjhIay,0.461,0.245,9,-18.011,1,0.0808,0.898,0.9,0.449,0.909,143.716,199360,3,17.62922,11,0,1960
Geläut der Kreuzkirche Dresden I,Traditional,spotify:track:6MT0mMqB1cGliwnodZUQEz,0.23,0.274,2,-31.344,1,0.0354,0.935,0.989,0.122,0.0386,78.368,33240,3,0.0,2,0,1960
"God Rest Ye Merry, Gentlemen",Traditional,spotify:track:2d2hYmJzl6e0dQepgDKh80,0.323,0.312,7,-14.364,1,0.0305,0.983,0.0764,0.178,0.712,85.933,132253,4,33.63104,6,0,1960
Poco Sole,Jerry Adriani,spotify:track:4FhYbMkAwZr1hJbokASu3b,0.641,0.459,9,-7.682,1,0.0342,0.744,0.0,0.127,0.72,150.442,133400,4,34.89334,8,0,1960
La Entrega,Javier Solís,spotify:track:6d0wPn4Wwvy0a4tClmA6El,0.205,0.365,2,-13.197,1,0.0379,0.632,0.0,0.152,0.589,178.098,169800,4,42.85187,8,0,1960
Michael Row the Boat Ashore,Harry Belafonte,spotify:track:76eHoE01i1tMdXkcOeM238,0.431,0.527,5,-10.184,1,0.0601,0.896,0.0,0.187,0.832,196.694,235800,4,25.85348,10,0,1960
The Snow Maiden: Dance of the Tumblers,Nikolai Rimsky-Korsakov,spotify:track:5Ix8ZpdbM4UBM3nY0kF17Q,0.426,0.274,0,-17.181,1,0.0381,0.735,0.135,0.0844,0.418,79.881,205400,4,36.07479,11,0,1960
Baby,Os Mutantes,spotify:track:29UHuao7AZ79dWgHNYGh5s,0.352,0.619,7,-6.522,1,0.0679,0.386,0.285,0.254,0.31,84.716,182187,4,20.71541,10,0,1960
Money (That's What I Want),Buddy Guy,spotify:track:6xlIcTHU05woxkIU3Nik22,0.718,0.43,5,-14.818,0,0.0353,0.874,0.181,0.213,0.833,125.602,174400,4,82.64244,6,0,1960
L'Arlésienne Suite No. 1: IV. Carillon. Allegro moderato - Andantino - Tempo I,National Philharmonic Orchestra,spotify:track:4zq7Rocolxx8ZRhZ24GbMF,0.194,0.0676,4,-18.447,1,0.0396,0.979,0.756,0.144,0.0473,69.371,303893,4,35.36779,12,0,1960
Mini Waltz,Gerald Wilson Orchestra,spotify:track:5Bt5rBXUfvZAsYVXlWsopB,0.379,0.531,10,-11.515,1,0.0435,0.359,0.00801,0.374,0.433,109.322,288440,4,47.86739,14,0,1960
Cérebro Eletrônico,Gilberto Gil,spotify:track:4paMKUS5BlGIaRyBZWIxWX,0.416,0.767,0,-9.668,1,0.109,0.206,0.0,0.319,0.904,122.234,214267,4,43.40264,11,0,1960
Premichuta Pillalavanthu,P. Susheela,spotify:track:0uFaumfSk9wsNkh9SVTJ4Y,0.478,0.306,7,-15.203,1,0.111,0.981,0.816,0.153,0.415,96.455,358987,4,56.76347,12,0,1960
Ensaio Geral,Gilberto Gil,spotify:track:4Y636JNfJWzrpJ6h6M6LRs,0.496,0.346,0,-15.82,1,0.116,0.624,0.0,0.233,0.695,94.35,155933,4,33.31397,7,0,1960
"Sonata in F Minor, K. 466 (L. 118)",Domenico Scarlatti,spotify:track:0VRstduQgpUhhlvicRyS29,0.303,0.0706,5,-24.031,0,0.0467,0.995,0.861,0.0717,0.324,174.091,293893,4,52.80449,17,0,1960
Incidental Backcloth (3),Keith Mansfield,spotify:track:5rbaW6aqGF2knT91pkzij0,0.752,0.237,0,-17.534,1,0.0507,0.351,0.852,0.129,0.847,95.796,179954,4,63.27285,8,0,1960
Pookuthere Padakuthire,P. Susheela,spotify:track:6cgObHpJd68war4LuzQliD,0.619,0.202,11,-18.497,0,0.174,0.996,0.918,0.144,0.866,147.313,169173,4,19.12771,9,0,1960
Se'n Va Anar. Vè Festival Cançó Mediterrània,Raimon,spotify:track:2bY6WffkeDdeBHVaoZVzqJ,0.397,0.211,7,-10.936,0,0.0339,0.935,0.0,0.301,0.432,93.167,180523,1,46.66206,6,0,1960
Wrap Your Troubles In Dreams,Nico,spotify:track:4WdWgvHLz6PCk5zogz00sb,0.625,0.163,4,-16.418,0,0.0343,0.984,0.474,0.107,0.406,98.432,310493,4,55.34299,11,0,1960
The Big Hurt,Scott Walker,spotify:track:0W9gy0PgEqBrK2EpNkRaBX,0.221,0.4,5,-15.768,1,0.0379,0.8,1.84e-05,0.133,0.392,113.831,144520,4,31.60128,7,0,1960
Jacinto el Tullido,Gerardo Reyes,spotify:track:5JFYdBDKuq0M3yd6vJ6Nak,0.67,0.319,5,-11.422,1,0.0571,0.528,0.0,0.289,0.867,115.706,205347,4,54.90619,10,0,1960
"L'Elisir d'amore, 'Elixir of Love' (1988 Digital Remaster), Act II: Dell'elisir mirabile",Gaetano Donizetti,spotify:track:6hL1yw7BREU6xAaZlTXkw5,0.445,0.201,5,-17.949,1,0.0503,0.978,4.41e-06,0.144,0.308,109.446,146333,3,40.73853,7,0,1960
Se O Seu Amor Fosse P'ra Mim (For Lovin' Me),Trio Melodia,spotify:track:18mA9rb0qmaJcCsiLmLJdT,0.664,0.595,6,-9.361,1,0.0282,0.832,5.97e-06,0.109,0.973,108.068,120800,4,38.08428,7,0,1960
L'eclisse 9,Giovanni Fusco,spotify:track:4noavUFJuLuaGgjkF3ZR1i,0.2,0.0555,2,-26.635,0,0.0387,0.0241,0.0738,0.0893,0.0373,58.666,96173,4,51.21659,4,0,1960
"Luana la figlia della foresta vergine, Seq. 11",Stelvio Cipriani,spotify:track:28IK5ojWXGxB0oD7dnwKap,0.699,0.833,0,-11.277,1,0.0378,0.295,1.78e-05,0.0763,0.9,135.936,161027,4,42.85631,9,0,1960
Emonanu Kunna,P. Susheela,spotify:track:02nyCKOymRWYUp1LkxgaOP,0.505,0.68,1,-10.458,1,0.0634,0.965,0.925,0.48,0.883,84.623,207760,4,36.31559,8,0,1960
"In Like Flint: Get Flint - From ""In Like Flint""",Jerry Goldsmith,spotify:track:1yORrHNatlb6w7rIdkilFk,0.299,0.0255,11,-27.619,1,0.0363,0.947,0.808,0.218,0.128,76.664,190333,3,19.25609,11,0,1960
A Minha Menina,Os Mutantes,spotify:track:0lGEWOZvMexZFXckBJxlVO,0.463,0.926,7,-3.204,1,0.122,0.0555,0.0,0.478,0.437,91.197,284987,4,25.37015,13,0,1960
The Young Mage,Louise Bogan,spotify:track:2rEr7ahSzY17VEZdO2XYQP,0.628,0.138,1,-20.82,1,0.922,0.887,0.0,0.226,0.437,163.928,49162,3,15.67159,3,0,1960
"Rigoletto [Act I] (1988 Digital Remaster): Zitti, zitti, (Courtiers, Gilda, Rigoletto)",Giuseppe Verdi,spotify:track:1sGoIaiu4M0ApRgRDthfsQ,0.42,0.159,3,-23.794,1,0.0517,0.977,0.799,0.223,0.553,156.117,108560,4,33.36579,6,0,1960
Lullaby (Thula Sthandwa Same),Harry Belafonte,spotify:track:3iokdfIFSE9K2MRXQs4ItT,0.305,0.0437,5,-26.296,1,0.0334,0.956,0.414,0.113,0.179,96.416,166973,4,42.7474,8,0,1960
El Poeta - Remasterizado,Juan Pardo,spotify:track:79RCug9rwnAmIkLLvDGajK,0.352,0.633,5,-10.184,0,0.0461,0.0161,0.736,0.087,0.486,107.092,200520,4,35.45096,8,0,1960
Perdido,Gerald Wilson Orchestra,spotify:track:4TwTReNyPZjnB8pJAwJrPk,0.453,0.535,0,-13.16,0,0.0906,0.298,8.29e-05,0.111,0.586,124.11,270253,4,42.25215,13,0,1960
Aqui Vou Bem,Ary Lobo,spotify:track:6wlxY8rzW0fhIF9iq10KM2,0.624,0.56,7,-8.462,0,0.0326,0.273,0.0,0.0347,0.903,97.105,120320,4,64.94152,5,0,1960
Siffler sur la colline,Joe Dassin,spotify:track:3gvUS6JaXzbXNihHQlRWBW,0.664,0.563,2,-6.021,0,0.0376,0.0527,0.0,0.113,0.622,107.038,157573,4,51.78967,8,0,1960
Ca a raté,Françoise Hardy,spotify:track:2tgx1lSYCtgWVyLTMsUaIG,0.626,0.268,11,-11.752,1,0.0407,0.861,1.3e-05,0.1,0.909,132.1,119867,4,27.78396,7,0,1960
"Ca prend, ça n'prend pas",Jacques Dutronc,spotify:track:5dV9iHZfmd53rAvAHbyfvS,0.558,0.663,7,-8.418,1,0.0366,0.186,0.000136,0.0573,0.788,114.002,204293,1,29.10403,10,0,1960
El Arado,Victor Jara,spotify:track:5IEGFrud8uIXJsDVmEv7EX,0.578,0.104,4,-12.33,0,0.0602,0.972,0.000178,0.0969,0.318,113.129,215000,3,32.9086,14,0,1960
Christiane,François de Roubaix,spotify:track:4urseueWzDkpaZaF3Y9yjh,0.307,0.115,4,-18.143,0,0.0345,0.967,0.886,0.173,0.0444,137.47,195027,4,18.27483,9,0,1960
Teenage Chase,Keith Mansfield,spotify:track:4sUQLl1TeN4ASfsiQXlK9H,0.732,0.425,0,-13.211,1,0.0814,0.226,0.913,0.116,0.868,145.356,146600,4,27.09903,8,0,1960
The First Noël,Philadelphia Orchestra,spotify:track:3k0XjT72Vj6Uo0qaQXe7nk,0.172,0.283,4,-14.713,1,0.0357,0.881,0.545,0.0705,0.107,120.105,217427,5,31.84929,10,0,1960
Old Countryside,Louise Bogan,spotify:track:7Fgp43JHZm5iWti2o1Lcvz,0.66,0.115,6,-22.293,1,0.913,0.881,0.0,0.575,0.307,84.441,86132,4,41.98096,4,0,1960
La fille du régiment / Act 1: Je suis soldat,Gaetano Donizetti,spotify:track:1kjR0hY3SdGTXYAEIzLIoH,0.227,0.161,1,-17.322,1,0.0756,0.98,0.00934,0.288,0.0441,77.424,623827,4,28.22347,28,0,1960
Mensagem Ao Divino,Ary Lobo,spotify:track:4SMo835VoKmt1K9a89RuhF,0.567,0.729,0,-8.057,0,0.033,0.585,0.0,0.101,0.855,87.941,132493,4,66.66021,6,0,1960
Mé qué mé qué,Joe Dassin,spotify:track:4ZcueORS9zarV9dPgeaE8v,0.791,0.547,5,-7.709,1,0.0471,0.107,6.16e-06,0.137,0.97,133.51,156800,4,39.10309,10,0,1960
Cuando Escuches Este Vals,Vicente Fernández,spotify:track:2t0jBV9s956UAmm2fZusbH,0.356,0.349,0,-7.213,1,0.03,0.727,0.0,0.166,0.295,138.149,195373,4,32.79138,10,0,1960
Caballo Golondrino,Vicente Fernández,spotify:track:2F7rfwBWTVaLMZD7EhLFYC,0.38,0.185,7,-15.178,1,0.0482,0.961,1.61e-05,0.2,0.784,182.297,190827,3,29.74696,11,0,1960
Amore mio aiutami - Version 3,Piero Piccioni,spotify:track:1PVsbdWbjKYYfdX0AGbC1Q,0.0609,0.127,10,-18.306,1,0.0367,0.966,0.946,0.0996,0.0384,67.428,253720,4,21.95017,13,0,1960
Saudades do Meu Barracão,Ataulfo Alves,spotify:track:6W4CmDdzp3u2XleT0aNEXt,0.477,0.0869,0,-21.548,0,0.047,0.948,0.0926,0.327,0.507,111.558,173082,4,27.96864,10,0,1960
He Deixat Ma Mare - En Directe,Raimon,spotify:track:3jVSU7JGtZEBW0DJApdF94,0.579,0.165,6,-15.553,1,0.0906,0.967,8.86e-06,0.717,0.495,105.527,228173,3,32.43976,14,0,1960
"Leise, ganz leise",Vienna State Opera Orchestra,spotify:track:3T37J0huUhyvnFmnbJtotg,0.344,0.269,5,-10.813,1,0.0319,0.937,0.88,0.254,0.214,112.871,52400,3,4.14117,3,0,1960
"Symphony No. 2 in D Major, Op. 43: IV. Finale. Allegro moderato",Jean Sibelius,spotify:track:3j7YAq4A8HPx6vLt0N06CN,0.137,0.273,2,-14.106,1,0.0328,0.876,0.932,0.248,0.118,84.138,874160,3,33.41075,39,0,1960
Velvet Cave,Silver Apples,spotify:track:1PFOqZRb36rowETx4faTeu,0.54,0.91,4,-8.248,1,0.0535,0.128,0.302,0.607,0.763,124.758,206427,4,54.61401,7,0,1960
Nochecita,Eydie Gormé,spotify:track:6FNOLv5vTTCwTaFgRk23r4,0.536,0.319,1,-11.751,1,0.0367,0.714,0.0,0.232,0.518,102.262,93200,4,28.02198,5,0,1960
Indian Lady,The Don Ellis Orchestra,spotify:track:4zxAfUK07Ls7DJdNe5jJAl,0.413,0.837,2,-7.861,1,0.0981,0.346,0.0328,0.0982,0.436,134.321,487333,3,75.82447,21,0,1960
Are You Hung Up?,Frank Zappa,spotify:track:7usCbRMylWc7VJMU3gGJrq,0.516,0.417,9,-17.412,1,0.88,0.518,0.00216,0.186,0.233,82.55,85307,4,25.6237,4,0,1960
"Suite for Cello Solo No.1 in G, BWV 1007: 1. Prélude",Johann Sebastian Bach,spotify:track:23v6vYuY6oS1I1ilef4xe6,0.199,0.177,7,-20.531,1,0.0566,0.968,0.819,0.19,0.345,82.657,146000,4,49.72215,8,0,1960
Así,Chucho Avellanet,spotify:track:02l857T9AcfQ2JClmMe8CD,0.227,0.389,7,-10.195,1,0.0306,0.887,1e-06,0.104,0.422,92.649,122107,4,35.96767,5,0,1960
Cançó de la Mort Resplendent,Raimon,spotify:track:32MPJIbxPLEoqKHDA7eyct,0.504,0.253,2,-12.443,1,0.0382,0.986,0.0195,0.132,0.0756,112.98,117341,4,37.54075,7,0,1960
"Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio - Remastered",Ludwig van Beethoven,spotify:track:3t81JVRsoQiVfl7VbDvmab,0.322,0.386,0,-14.763,0,0.0462,0.974,0.915,0.0714,0.126,94.201,362147,4,24.43871,13,0,1960
Pisa No Pilão,Luiz Gonzaga,spotify:track:0TzjFpC5fFsrl9GiKkRICx,0.634,0.687,4,-8.587,0,0.057,0.721,0.0,0.242,0.762,105.123,153960,4,24.9954,9,0,1960
Por Ti Aprendi A Querer,Vicente Fernández,spotify:track:6QfRaRDuL1X21QvVHbeTvo,0.294,0.333,5,-8.806,1,0.0309,0.857,0.0,0.189,0.165,83.543,211200,3,45.65908,11,0,1960
Limb From Limbo Rock,John Zacherle,spotify:track:3Yxck3UrSCQtWbNsiAcBZd,0.681,0.718,8,-6.503,1,0.132,0.42,0.0,0.129,0.906,88.926,150693,4,44.68458,7,0,1960
Tu Que Mingabelá,Luiz Gonzaga,spotify:track:05YslSxtSfk7QNM71VHJ7P,0.739,0.876,7,-6.769,1,0.0374,0.363,9.12e-05,0.0613,0.978,82.894,124533,4,49.68436,6,0,1960
Ruby,Silver Apples,spotify:track:3KcVPElvd6mDgLWD8woXwo,0.524,0.928,2,-7.978,1,0.0308,0.0133,0.897,0.0922,0.587,130.467,154400,4,22.39807,8,0,1960
Canción de un Preso,Irma Serrano,spotify:track:4fCyOG5lPCbUCjECwOsI2x,0.448,0.334,9,-8.569,1,0.0358,0.829,2.34e-05,0.125,0.333,121.991,198813,3,42.20609,10,0,1960
Introduction: Les cloches de Béthune,Jean Prodromidès,spotify:track:3wjtyvBox1BI97i5895q0B,0.29,0.252,4,-14.656,0,0.0287,0.81,0.861,0.182,0.357,92.315,131693,4,21.53859,7,0,1960
Finale,Elmer Bernstein,spotify:track:6DQ5g4xGVsGEX6hyI8Li3s,0.466,0.253,3,-17.718,1,0.051,0.583,0.0664,0.334,0.657,107.897,97672,1,43.05127,5,0,1960
Die Jahreszeiten - Hob. XXI:3 / Der Winter: No.29a Einleitung,Franz Joseph Haydn,spotify:track:1E6gkarLQ1gmXsFJITiAE5,0.0827,0.0458,0,-25.949,0,0.0387,0.904,0.439,0.104,0.0392,173.723,152000,4,27.16151,8,0,1960
"Don Giovanni, K. 527, Act I: ""Presto, presto, pria ch’ei venga""",Wiener Philharmoniker,spotify:track:255Wk0LXsZZlX0zEEtPltU,0.573,0.464,0,-10.113,1,0.0609,0.988,0.744,0.791,0.805,113.396,97547,4,40.14777,6,0,1960
Blue Summer,Mal Waldron,spotify:track:0N9n6Mf8VRfVtXRdktYmzI,0.549,0.402,7,-5.695,0,0.0567,0.985,0.848,0.12,0.0944,104.402,343347,4,33.98717,14,0,1960
Olvida Corazón,La Sonora Matancera,spotify:track:6gqyw009AwG6pw60sLoo2g,0.669,0.266,7,-7.074,0,0.0407,0.591,0.0,0.155,0.63,100.705,150133,4,32.41172,8,0,1960
Willie The Pimp,Frank Zappa,spotify:track:4fb4QSuQt8FLghjG0Ipd7g,0.37,0.787,4,-12.46,0,0.0435,0.347,0.646,0.113,0.825,88.064,563400,4,62.7232,25,0,1960
Thendralil,P. Susheela,spotify:track:3b6QxpJdzdG2SfzisBNQWU,0.481,0.345,0,-13.641,1,0.0409,0.991,0.907,0.21,0.709,129.212,206440,3,36.93145,13,0,1960
One O'Clock Jump,Maynard Ferguson,spotify:track:2pGmAbDiiErSSWcEDssQYe,0.546,0.637,5,-9.768,0,0.15,0.615,0.113,0.247,0.763,133.772,356147,4,60.01119,12,0,1960
Pecan Grove Rock,Elmer Bernstein,spotify:track:1aOcvOdp39aLDzDlTapwBW,0.451,0.701,7,-14.667,1,0.041,0.308,0.748,0.243,0.962,154.348,171180,4,28.00327,10,0,1960
"Don't Think Twice, It's All Right","Peter, Paul and Mary",spotify:track:7IsXXgpowAB48crGjV1oGb,0.437,0.104,3,-22.533,1,0.0307,0.893,0.00124,0.11,0.544,101.718,196467,4,29.75137,8,0,1960
Champ de manoeuvres,Claude Bolling,spotify:track:1iqNPUgLFWSJTRtsGWYqKM,0.549,0.507,6,-8.476,0,0.0909,0.417,0.759,0.239,0.534,112.377,58103,3,7.74978,3,0,1960
Tú Y Yo En Navidad,La Sonora Matancera,spotify:track:4i5omH4wr2InkdOXjaR1dE,0.699,0.492,9,-5.149,0,0.0324,0.75,0.0,0.147,0.865,113.918,158853,4,83.26382,5,0,1960
Menina Bonita Não Chora,Jorge Ben Jor,spotify:track:5MmxyCSL7xzxyRZBIVWtju,0.486,0.347,11,-10.301,0,0.0475,0.664,0.0,0.187,0.596,79.685,125560,4,53.54425,5,0,1960
La resa dei conti (Seconda caccia),Ennio Morricone,spotify:track:0Oxt7RuLxFrXEajLTLdZdm,0.281,0.898,4,-5.518,0,0.0471,0.567,0.818,0.275,0.414,107.496,142173,4,54.97415,6,0,1960
"Oh, Freedom",Traditional,spotify:track:2Ibybqrv0br5SUPQxxzJ1P,0.327,0.298,3,-11.153,1,0.041,0.905,0.0,0.109,0.353,128.629,202867,3,38.16855,13,0,1960
Caminito,Eydie Gormé,spotify:track:2i9jUBJS6RWr1UhyR9mxft,0.512,0.331,10,-9.858,1,0.0329,0.881,0.0,0.448,0.473,109.757,157973,4,23.1418,9,0,1960
Lucia di Lammermoor: Act III: Scene 2: S'avanza Enrico!,Gaetano Donizetti,spotify:track:5wj6ZSZr1WNh5abrq5CwJT,0.261,0.297,6,-15.19,1,0.083,0.967,0.00668,0.157,0.282,175.286,181733,3,43.27304,8,0,1960
Final Mission,Jerry Goldsmith,spotify:track:1P09GOJXdhWgqNm2AS0f8s,0.256,0.0917,2,-25.331,0,0.0674,0.852,0.928,0.122,0.088,123.428,214359,3,23.91363,11,0,1960
Superbacana - Remastered 2006,Caetano Veloso,spotify:track:387VJYkxRuubOM2X86abUq,0.555,0.659,9,-5.41,1,0.0461,0.129,0.0,0.0854,0.927,138.878,87213,4,26.6602,5,0,1960
No One Is There,Nico,spotify:track:3qZcuB520pgHqKCEtkL0y5,0.195,0.126,2,-17.776,0,0.0345,0.911,3.65e-05,0.127,0.14,81.008,217200,4,74.89072,10,0,1960
Alivio,La Lupe,spotify:track:5y59QYg87QZi2zcDDBV7JZ,0.345,0.403,8,-9.368,1,0.0349,0.759,4.61e-05,0.27,0.362,107.052,181907,4,51.33025,8,0,1960
Surfboard - 1967 Version,Antônio Carlos Jobim,spotify:track:1neUSjHR02LurVm4ey2ocJ,0.39,0.435,0,-15.917,1,0.0345,0.663,0.861,0.471,0.378,93.288,164760,3,32.51325,11,0,1960
Adele,Tito Puente,spotify:track:6Z2kPB8SlyAdh0VbIaiWzn,0.846,0.657,7,-7.825,1,0.0378,0.831,0.904,0.167,0.936,106.121,187271,4,34.94752,9,0,1960
"Oh, Wasn't Dat a Wide Ribber",Traditional,spotify:track:48KyfsSjyuJJ0HkszycMEH,0.461,0.153,3,-16.205,1,0.0742,0.993,7.42e-05,0.0942,0.364,114.103,140133,5,37.25258,8,0,1960
Mystic and Severe,Ennio Morricone,spotify:track:6PVLmi72cJofH9z84Uy59m,0.542,0.491,2,-4.339,1,0.0294,0.486,0.934,0.0841,0.537,95.529,188253,4,24.14166,7,0,1960
Quan Arriba el Fred - Versión 1966,Joan Manuel Serrat,spotify:track:4tlbx1sQOaAfquluCMi25X,0.515,0.289,2,-11.373,0,0.0302,0.933,0.266,0.156,0.581,88.592,177840,4,21.72473,7,0,1960
