track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,decade
It's Good News Week,Hedgehoppers Anonymous,spotify:track:4hCS2oXEcCRyY0zUIryCJd,0.51,0.588,4,-10.54,1,0.0392,0.124,0.0,0.0584,0.965,111.519,126827,4,55.88169,5,1,1960
For Your Precious Love,Garnet Mimms & The Enchanters,spotify:track:171cWdP8aG0KMv3OIuNZ49,0.57,0.314,2,-10.041,1,0.0272,0.803,1.27e-06,0.245,0.395,83.731,184640,3,39.68632,9,1,1960
Your Friends,Dee Clark,spotify:track:5UPB1Bodo6FPlWbjkLm5WX,0.729,0.44,10,-14.91,1,0.0418,0.511,0.0,0.178,0.828,134.053,130636,4,38.51698,7,1,1960
Secret Agent Man,Johnny Rivers,spotify:track:2BlaUfBTbWG50DoZHBD1uV,0.539,0.452,4,-16.838,0,0.0461,0.0238,0.0197,0.944,0.928,163.101,185493,4,26.86035,10,1,1960
I Can't Say No To You,Betty Everett,spotify:track:78TdinDawX2yhF22cOSLkS,0.506,0.504,2,-6.833,1,0.025,0.301,0.00839,0.102,0.612,75.153,162627,4,41.28173,8,1,1960
Kentucky Woman,Neil Diamond,spotify:track:6qgTa1576okxuCV35oRoGe,0.635,0.678,11,-6.262,1,0.0384,0.211,0.000406,0.112,0.707,81.411,145467,4,72.04181,7,1,1960
She Understands Me,Johnny Tillotson,spotify:track:5FElJsiNBgc1zzlHeLbCnB,0.671,0.565,4,-9.39,1,0.0346,0.742,0.0,0.239,0.73,105.877,119907,4,60.24986,6,1,1960
Pocketful Of Miracles,Frank Sinatra,spotify:track:12AcHr2Z7yFHC4vzZnJwut,0.615,0.373,0,-10.775,1,0.034,0.501,0.0,0.369,0.697,117.278,159773,4,23.16926,10,1,1960
"Sally, Go 'round The Roses",The Jaynetts,spotify:track:31s2mbxcx4LX1EtZg1fUvA,0.694,0.453,2,-12.583,1,0.0327,0.234,0.546,0.0703,0.457,146.6,195400,4,72.07665,9,1,1960
(He's) The Great Impostor,The Fleetwoods,spotify:track:2NBfPm9rWk2nYVDengT80Z,0.499,0.249,5,-11.793,1,0.0422,0.733,0.0,0.105,0.539,117.163,132101,4,39.91672,7,1,1960
I Can't Make It Alone,Lou Rawls,spotify:track:1qI1WNtPwjwkT0bM3bHTJR,0.554,0.577,2,-9.571,1,0.0261,0.613,0.00129,0.663,0.687,93.614,181773,4,47.1416,6,1,1960
He Says The Same Things To Me,Skeeter Davis,spotify:track:1qOqhSno0LFwPgXlcK3umM,0.21,0.294,4,-10.429,1,0.0289,0.95,5.82e-06,0.419,0.21,176.711,165773,3,17.76039,10,1,1960
Loop De Loop,Johnny Thunder,spotify:track:12KirOpUDcCAjySIfqxSng,0.656,0.704,7,-9.644,1,0.0585,0.706,3.4e-06,0.408,0.965,125.031,141960,4,27.71173,9,1,1960
Always,Sammy Turner,spotify:track:6fhnYA9alISQonU1YlyP01,0.665,0.315,1,-13.873,1,0.0355,0.883,0.81,0.141,0.779,108.775,128320,4,34.09144,9,1,1960
Let It Be Me,The Everly Brothers,spotify:track:0Tjdbd83LEAWrA0atsXMDJ,0.471,0.19,7,-16.046,1,0.028,0.77,0.00385,0.129,0.305,72.764,146733,4,43.59701,6,1,1960
Giddyup Go,Red Sovine,spotify:track:6fZUCxyaLxjO6B2QJyTHQA,0.567,0.641,1,-9.236,1,0.212,0.59,0.0,0.32,0.546,86.962,237400,4,43.19277,11,1,1960
Catch Us If You Can,The Dave Clark Five,spotify:track:453DFhFXIS9HEGGl0OGlMZ,0.473,0.602,7,-9.561,1,0.0669,0.149,5.4e-05,0.213,0.897,146.514,114733,4,42.72671,6,1,1960
When You're Young And In Love,The Marvelettes,spotify:track:3URfKi5DOvUaJMuTuT8osm,0.501,0.579,8,-10.217,1,0.0328,0.00242,2.23e-05,0.11,0.579,117.505,159533,4,16.59842,7,1,1960
A Love Of My Own,Carla Thomas,spotify:track:5RmFLhiJu0U2m28BeFC8Jy,0.244,0.346,0,-8.741,1,0.0302,0.813,0.00171,0.313,0.435,185.453,152240,3,41.70495,6,1,1960
"Paint It, Black",The Rolling Stones,spotify:track:63T7DJ1AFDD6Bn8VzG6JE8,0.464,0.795,1,-9.267,1,0.0926,0.0493,0.00244,0.399,0.612,158.691,202267,4,27.2083,13,1,1960
Turn The World Around,Eddy Arnold,spotify:track:5idn7EhxgDzCJMjq5chRvF,0.362,0.34,7,-11.002,1,0.0281,0.786,0.0,0.161,0.348,104.314,149213,3,41.8195,8,1,1960
Too Young To Go Steady,Connie Stevens,spotify:track:2RUfmM445DIR4xDwA2vSsh,0.266,0.293,9,-10.182,1,0.0315,0.964,0.00012,0.158,0.388,106.624,132027,3,37.71035,6,1,1960
This Can't Be True,Eddie Holman,spotify:track:4KQL1NUeDs5P2TrlyPDmqh,0.318,0.369,1,-7.995,0,0.0301,0.483,5.84e-06,0.17,0.328,182.036,183333,3,32.94355,12,1,1960
Time Machine,Grand Funk Railroad,spotify:track:0nDoWlJuMZQ3XfA70L2Loy,0.637,0.643,11,-6.73,0,0.0298,0.0395,0.00273,0.0777,0.838,109.981,225373,4,32.63451,10,1,1960
A Dollar Down,The Limeliters,spotify:track:4MYwuoHZRF7zcWH9zXUhDQ,0.492,0.483,0,-13.851,1,0.197,0.595,5.6e-06,0.0454,0.901,211.206,158093,4,44.81258,7,1,1960
Baby Has Gone Bye Bye,George Maharis,spotify:track:4kW4TwGRdhAN3U8mp7BBmG,0.48,0.223,10,-17.069,1,0.0314,0.869,1.8e-05,0.132,0.415,109.125,174493,4,26.68926,8,1,1960
If I Didn't Care,The Platters,spotify:track:0hUrQ65aXYHm2zEAlBVI6F,0.463,0.277,5,-11.598,1,0.0265,0.92,7.95e-06,0.175,0.268,74.048,191093,4,47.95328,11,1,1960
In The Ghetto,Elvis Presley,spotify:track:7KWoeBqSdZHEloYKVxssfG,0.404,0.266,10,-16.688,1,0.0334,0.716,0.133,0.107,0.491,88.916,167413,4,28.31301,8,1,1960
Sun Arise,Rolf Harris,spotify:track:4Gw5NvssLajGRopHbHQMcl,0.537,0.378,5,-12.787,1,0.0569,0.874,0.0,0.108,0.703,110.508,146293,4,36.78069,9,1,1960
"Face It Girl, It's Over",Nancy Wilson,spotify:track:7tmxs6OLPktPdNVrJgKWEN,0.387,0.461,8,-9.585,1,0.0492,0.558,0.0,0.0534,0.56,165.354,156572,4,24.56739,8,1,1960
Kozmic Blues,Janis Joplin,spotify:track:1cTrWlx7OSaJf3pLpiYRRR,0.335,0.625,7,-8.206,1,0.0472,0.712,0.322,0.574,0.499,178.406,261875,3,29.33772,10,1,1960
It's Now Winters Day,Tommy Roe,spotify:track:4aaf6Me2nRCDWRajaYJdNo,0.174,0.45,0,-8.541,1,0.0319,0.794,0.00126,0.431,0.365,174.421,203467,3,23.96197,11,1,1960
Singing My Song,Tammy Wynette,spotify:track:7f9TETJBuaMXfT9mfMsHGg,0.539,0.273,8,-11.254,1,0.0297,0.675,4.4e-05,0.264,0.467,114.433,142067,4,41.43258,8,1,1960
United,Peaches & Herb,spotify:track:5RoOIuOOyMLfreRSCVbQ9n,0.404,0.533,0,-8.424,1,0.0307,0.314,2.48e-05,0.569,0.568,157.803,169400,4,47.69396,8,1,1960
Be Bop A-Lula,The Everly Brothers,spotify:track:4qC8OFZQ90pk1Iqz7C0Tk8,0.608,0.675,0,-9.963,1,0.0364,0.851,0.0,0.326,0.96,148.878,141573,4,19.35329,10,1,1960
Ask Me,Maxine Brown,spotify:track:1iHPrmLDVArrqoUPe83Dsz,0.567,0.519,2,-7.009,0,0.0355,0.833,0.0,0.119,0.412,80.913,179533,3,41.60821,8,1,1960
Philly Dog,Herbie Mann,spotify:track:0RlrRftZDNtuHYX7VGWr1Z,0.685,0.653,3,-11.079,1,0.0517,0.6,0.0618,0.251,0.966,144.213,146720,4,49.81499,6,1,1960
Baby I Love You,Aretha Franklin,spotify:track:5liSqIuo993Rj1ayyqQqAw,0.565,0.41,0,-10.315,1,0.0386,0.499,0.0,0.664,0.827,182.164,164267,4,26.77271,8,1,1960
I'll Keep Holding On,The Marvelettes,spotify:track:42wmL3XqWPyn9C5clU7VMc,0.554,0.73,8,-7.73,1,0.0367,0.219,0.0,0.417,0.85,129.454,146667,4,48.43469,7,1,1960
Little Diane,Dion,spotify:track:1UfGX3eL0ifA3gJSwWPMBi,0.334,0.608,11,-9.827,0,0.0715,0.523,0.0,0.227,0.381,136.302,163320,4,22.23541,9,1,1960
Goodbye,Mary Hopkin,spotify:track:0U1FiwpqJQXiD0BZ6qMMnx,0.629,0.482,4,-5.253,1,0.0263,0.883,0.00326,0.375,0.575,95.265,140555,4,24.03629,7,1,1960
You Really Got Me,The Kinks,spotify:track:29SyMC0plk6qw8NMF7lfRL,0.573,0.939,8,-6.441,1,0.0808,0.493,0.0,0.0994,0.963,137.382,134253,4,28.81716,8,1,1960
I Get The Sweetest Feeling,Jackie Wilson,spotify:track:7F1eoVZd2ySSJ70iP3PN1m,0.684,0.482,5,-9.234,1,0.0371,0.778,0.000351,0.148,0.749,123.532,178373,4,20.64891,11,1,1960
I Don't Wanna Be A Loser,Lesley Gore,spotify:track:3h1UzEx744ddCQDabdOH0g,0.291,0.54,3,-6.659,0,0.0305,0.648,1.45e-06,0.195,0.62,181.327,162000,3,33.02444,9,1,1960
Cold Cold Winter,The Pixies Three,spotify:track:79UEgHE04gFuv6S6Vqi07N,0.453,0.492,7,-13.294,1,0.031,0.35,1.8e-05,0.23,0.609,141.175,164413,4,43.13242,9,1,1960
Yogi,The Ivy Three,spotify:track:0VMbqYoFBmCr3DINNPBFFF,0.736,0.488,0,-7.116,1,0.0352,0.699,0.0,0.187,0.845,120.966,132187,4,70.62169,5,1,1960
Angelito,Rene & Rene,spotify:track:2oSKHwX1yvsSjfX7NK1UCG,0.694,0.392,5,-13.584,0,0.0306,0.471,5.19e-05,0.0848,0.82,111.745,154200,4,26.052,7,1,1960
Honky Train,Bill Black's Combo,spotify:track:08VsAksvO7as6FqOmeX7z4,0.772,0.397,0,-8.26,1,0.0471,0.719,0.000853,0.106,0.927,112.874,136787,4,26.1071,6,1,1960
Uptown,The Crystals,spotify:track:0k0QKx6QmgRjfdAIlBCWAC,0.66,0.684,0,-8.43,1,0.0292,0.37,0.000166,0.144,0.805,112.603,141213,4,39.1524,7,1,1960
Come See,Major Lance,spotify:track:7zMN7kB99o6zAbvDCoLoaD,0.804,0.608,6,-9.05,1,0.0361,0.686,0.0,0.0353,0.894,119.611,140040,4,71.13549,5,1,1960
"Painted, Tainted Rose",Al Martino,spotify:track:5f4LwMkyw5ldc4TCrvDoy6,0.348,0.309,7,-13.268,1,0.0288,0.58,3.85e-06,0.334,0.403,103.603,167867,4,41.84044,8,1,1960
My Way,Frank Sinatra,spotify:track:3spdoTYpuCpmq19tuD0bOe,0.401,0.381,2,-7.458,1,0.0274,0.7,0.0,0.122,0.229,75.454,276800,4,20.38132,9,1,1960
Cherish,The Association,spotify:track:7uGeDI6nJEdUYMsMd7mQyl,0.51,0.544,5,-8.308,1,0.0282,0.776,0.0,0.144,0.598,110.197,207133,4,26.83559,10,1,1960
Puppy Love,Paul Anka,spotify:track:1Gv8dvKmkHVaB1edYvW0Fr,0.29,0.408,7,-9.607,1,0.0318,0.662,0.0,0.272,0.542,102.229,164000,3,28.42746,8,1,1960
Think I'll Go Somewhere And Cry Myself To Sleep,Al Martino,spotify:track:4dihWVHHo4eDBrRTEa4kAF,0.538,0.398,2,-12.613,1,0.0281,0.663,0.000301,0.126,0.587,105.276,166973,4,20.19395,11,1,1960
Temptation,Boots Randolph,spotify:track:0wmWvw4Y1QTnB5gxwC8A5D,0.384,0.337,0,-12.716,1,0.033,0.744,0.67,0.199,0.354,100.76,138960,4,27.7507,6,1,1960
She's Got You,Patsy Cline,spotify:track:4H1POasJbrLNaQirsIH29e,0.389,0.137,5,-17.646,1,0.0404,0.936,0.000476,0.106,0.567,182.347,181800,3,28.60436,9,1,1960
Road Hog,John D. Loudermilk,spotify:track:1ntld9r5VD1UxHYEO4PBT3,0.54,0.387,10,-12.267,1,0.143,0.666,0.0,0.196,0.947,177.744,139107,4,124.58672,3,1,1960
Don't Get Around Much Anymore,The Belmonts,spotify:track:5eVN3P0yaBYs44eCAHotim,0.624,0.445,0,-9.866,1,0.032,0.601,0.0,0.107,0.959,138.139,128495,4,65.84343,6,1,1960
Are You Sincere,Trini Lopez,spotify:track:7MG0FhNJt9Brq4DCrG0lMc,0.253,0.4,2,-10.473,1,0.0295,0.466,0.0,0.359,0.385,103.96,207333,3,91.35865,9,1,1960
Son-In-Law,Louise Brown,spotify:track:6xEDIRD5mQhn37I5pPE7GE,0.692,0.811,0,-5.501,1,0.041,0.881,0.000475,0.318,0.965,124.259,124653,4,30.8118,6,1,1960
Battle Of Gettysburg,Fred Darian,spotify:track:7HkFPQouWNbR5lpHf0PtSH,0.659,0.85,4,-11.322,0,0.0846,0.597,0.0,0.414,0.587,112.708,152212,4,51.95005,8,1,1960
You Wouldn't Listen,The Ides Of March,spotify:track:2VFlsgiY8uI7mN3nzXBBtl,0.584,0.91,6,-2.804,1,0.0307,0.00252,0.0,0.0779,0.919,123.024,156107,4,36.31967,6,1,1960
Can't Help But Love You,The Standells,spotify:track:7vkbGmcK2YEdsut8IrvFf3,0.43,0.768,10,-9.871,1,0.0296,0.765,0.000376,0.264,0.741,107.402,172200,4,64.40041,7,1,1960
The Little Black Egg,The Nightcrawlers,spotify:track:3jwPIp1n8YrKcEpKB4PJoT,0.513,0.8,9,-9.556,1,0.0302,0.00751,0.00272,0.166,0.96,120.976,208613,4,52.69084,9,1,1960
Mr. Lonely,Bobby Vinton,spotify:track:5KG2ahk1cONbHvg3dBdTbx,0.245,0.293,4,-10.361,1,0.0303,0.817,0.0,0.177,0.344,168.984,161373,3,30.66312,10,1,1960
A Lover's Question,Otis Redding,spotify:track:3pl0zws6JCFYUOuMJQNwB7,0.671,0.681,10,-9.12,0,0.181,0.211,2.56e-06,0.0452,0.96,162.678,155773,4,37.02545,7,1,1960
I'm Your Puppet,James & Bobby Purify,spotify:track:6H8WMHCov3QGaPLbpOMpcJ,0.706,0.516,10,-8.378,1,0.032,0.103,0.00107,0.551,0.748,94.428,179960,4,28.92218,12,1,1960
Roosevelt And Ira Lee (Night of the Mossacin),Tony Joe White,spotify:track:6RRWntA60Lg8eBVA8NhwSo,0.847,0.356,11,-15.243,0,0.242,0.506,0.0352,0.115,0.741,126.902,183573,4,60.51528,9,1,1960
He's Got No Love,The Searchers,spotify:track:3BjitDpDJErAxMGnqDpdMn,0.331,0.805,9,-5.926,1,0.0341,0.11,0.0,0.247,0.707,86.283,154947,4,66.12962,6,1,1960
Exodus,Ferrante & Teicher,spotify:track:7MIzIo0Z9S8zmBiXdGwOeS,0.417,0.222,2,-15.318,0,0.0344,0.991,0.858,0.181,0.147,91.846,190359,4,51.98764,10,1,1960
In My Room,The Beach Boys,spotify:track:62fX8EW16l8St2yL8rMer9,0.341,0.416,11,-9.574,1,0.0265,0.184,6.28e-05,0.0917,0.499,102.886,134133,3,49.27022,8,1,1960
Chug-A-Lug,Roger Miller,spotify:track:0mD2pnYVF8DB3oqtY5KM8h,0.717,0.324,11,-14.631,1,0.113,0.739,0.000258,0.139,0.888,172.189,119093,4,29.76933,7,1,1960
Try To Remember,Ed Ames,spotify:track:7skXVFIQNnTNwBhhCYMKbn,0.247,0.358,5,-9.724,1,0.0299,0.893,8.48e-06,0.0947,0.168,83.361,239640,4,22.54671,11,1,1960
Won't You Come Home Bill Bailey,Bobby Darin,spotify:track:6SI0GacLVtXOgvCSKpaXqo,0.626,0.868,0,-2.831,1,0.0691,0.698,0.000119,0.153,0.935,136.066,124986,4,35.73058,6,1,1960
Jennifer Eccles,The Hollies,spotify:track:0dWbZ75ReAZ5LUcuIIoLjv,0.637,0.676,10,-10.691,1,0.031,0.18,1.67e-06,0.217,0.809,125.556,175573,4,39.08191,10,1,1960
Did You Ever,The Hullaballoos,spotify:track:7hxha93ckBwTck8s83Pu9b,0.703,0.685,1,-5.86,1,0.0462,0.252,0.0,0.165,0.962,81.02,118867,4,64.22132,6,1,1960
Another Night,Dionne Warwick,spotify:track:0GTT7x9HY0WYP0E0TkFwRx,0.6,0.784,9,-9.256,1,0.307,0.578,8.27e-06,0.655,0.877,94.648,148680,4,55.43672,7,1,1960
Tomboy,Ronnie Dove,spotify:track:0YbKyUAst6ZaTtJSOkU8G1,0.437,0.26,7,-11.705,1,0.0295,0.724,0.00388,0.104,0.261,73.586,169080,4,33.74393,9,1,1960
Behind The Door,Cher,spotify:track:1VOa4gAfFLXF18Fda5SnwJ,0.312,0.341,0,-11.294,0,0.0323,0.608,0.0,0.115,0.484,166.729,222947,3,35.03338,14,1,1960
4 - By The Beatles,The Beatles,spotify:track:4uKyLqJHDjT6mdA22ofxuM,0.527,0.522,0,-10.614,1,0.0259,0.717,0.000595,0.142,0.73,85.155,305973,4,34.19988,13,1,1960
How Much Can A Lonely Heart Stand,Skeeter Davis,spotify:track:0SOIRMizDwZQeNS7M5MZaF,0.487,0.519,0,-7.711,1,0.0295,0.796,0.0,0.295,0.531,115.021,122853,4,27.63078,7,1,1960
Pushover,Etta James,spotify:track:25oQDQWlWmNzXwxoBex5Xu,0.757,0.624,5,-10.019,1,0.109,0.659,0.0,0.506,0.936,120.18,174733,4,42.23378,8,1,1960
Love Is A Hurtin' Thing,Lou Rawls,spotify:track:6vR08FrdLqK0hiC2Y75s4O,0.409,0.433,3,-10.693,1,0.0309,0.468,1.53e-05,0.0863,0.74,182.452,134427,4,35.26796,9,1,1960
Lazy Elsie Molly,Chubby Checker,spotify:track:7oWWiJW6cVFGfd5jAlO59W,0.69,0.777,11,-7.091,1,0.108,0.358,0.0,0.572,0.962,171.965,140973,4,41.91424,7,1,1960
Walk On By,Leroy Van Dyke,spotify:track:1Y6THdMlU9Cr4lgnUAR09L,0.58,0.452,10,-11.158,1,0.0364,0.795,1.13e-05,0.186,0.949,132.607,144200,4,45.71401,7,1,1960
Thou Shalt Not Steal,John D. Loudermilk,spotify:track:1t4xcukIOdztApXm67avzA,0.709,0.323,0,-13.162,1,0.0336,0.767,0.000293,0.192,0.696,125.822,122227,4,21.35123,7,1,1960
No Fair At All,The Association,spotify:track:4NH6nMvCMDtbeGSAk98vN3,0.486,0.369,2,-11.4,1,0.0253,0.368,0.0,0.219,0.274,95.72,157267,4,31.80075,9,1,1960
If You Don't Want My Love,Robert John,spotify:track:4VAAQHZOKUnkRNWKKtS224,0.65,0.413,2,-9.989,1,0.0358,0.628,0.000163,0.52,0.638,106.098,139547,4,41.20416,7,1,1960
Give It Away,The Chi-lites,spotify:track:1ruJBQ8VifAL4nZjB91pkK,0.555,0.469,7,-12.176,1,0.0522,0.206,7.81e-05,0.238,0.771,86.658,164853,4,36.934,8,1,1960
The Dedication Song,Freddy Cannon,spotify:track:2d1Qvf7lYynPE0UpZhz2ke,0.474,0.898,9,-3.236,1,0.113,0.531,4.64e-05,0.321,0.959,148.365,178093,4,23.14581,9,1,1960
Paradise,Sammy Turner,spotify:track:2h51JNyP7Zg7toVa86BvvY,0.519,0.34,7,-11.927,1,0.0313,0.942,0.893,0.263,0.659,98.391,123827,4,22.2216,7,1,1960
Let's Make A Promise,Peaches & Herb,spotify:track:7abjkQDLaCsDu19I4hQYSh,0.425,0.48,2,-13.094,1,0.0441,0.579,1.3e-06,0.184,0.699,132.859,167333,4,41.91198,6,1,1960
Ruby Baby,Dion,spotify:track:6QyhpZJvcIPqx1v0UAk3NM,0.646,0.653,4,-10.301,1,0.126,0.771,0.0,0.155,0.602,121.509,156867,4,32.37815,10,1,1960
Pin A Medal On Joey,James Darren,spotify:track:3SNrnu1yw5IftmNQvmexGA,0.608,0.719,11,-12.563,0,0.103,0.751,3.4e-05,0.521,0.825,89.976,141293,4,29.23935,6,1,1960
Black Is Black,Los Bravos,spotify:track:6lazLV13sV8VNGJTjL4Zeu,0.575,0.843,2,-5.931,1,0.0584,0.239,5.16e-06,0.0764,0.858,128.169,176600,4,42.83772,8,1,1960
Can't Satisfy,The Impressions,spotify:track:6IcUdlgT1l2XwSYGFkx5YY,0.606,0.743,0,-5.371,1,0.038,0.357,0.0,0.0802,0.919,125.756,156133,4,21.94611,7,1,1960
"Hello Mudduh, Hello Fadduh! (A Letter From Camp)",Allan Sherman,spotify:track:1WvcgDbT79xeAa7Mv0klkK,0.591,0.337,9,-13.186,1,0.193,0.875,0.0,0.64,0.729,120.17,162075,4,55.33986,9,1,1960
Walk On By,Isaac Hayes,spotify:track:4NU6Vnrsh09TdZtIBYBwTA,0.313,0.34,6,-15.315,1,0.0504,0.0462,0.000465,0.0735,0.407,145.955,273067,4,32.64529,14,1,1960
Surfin' Hootenanny,Al Casey,spotify:track:2g5PFYiMnXFxT1zHavYP0D,0.48,0.871,9,-10.23,1,0.0613,0.0971,0.893,0.162,0.76,85.108,131507,4,53.07931,7,1,1960
Reach Out,Merrilee Rush,spotify:track:6GN0ssRcyJ4PkzfVJTwKSC,0.428,0.286,2,-13.273,0,0.0292,0.416,0.00674,0.161,0.199,81.334,284584,4,23.69597,9,1,1960
I'm Going Back To School,Dee Clark,spotify:track:6jov6xlyJfqmPGJeE2iywy,0.489,0.762,1,-9.692,1,0.12,0.037,2.92e-06,0.254,0.865,79.942,148860,4,63.98863,7,1,1960
Let's Go Steady Again,Neil Sedaka,spotify:track:0S1SXEp7Cvl3Ltrh3jJK4P,0.726,0.459,2,-11.096,1,0.04,0.367,0.0,0.0622,0.971,142.99,166600,4,44.46041,7,1,1960
Zorba The Greek,Herb Alpert & The Tijuana Brass,spotify:track:3WLEVNohakzZmMpN5W7mHK,0.531,0.642,5,-12.702,1,0.323,0.154,0.279,0.0584,0.192,82.107,264853,4,22.71457,12,1,1960
If You Need Me,Solomon Burke,spotify:track:0GKMdfHONzYlYEEBTKgvqa,0.462,0.29,9,-12.225,1,0.0467,0.799,0.0,0.123,0.481,175.935,154613,3,33.19642,8,1,1960
Gimme Little Sign,Brenton Wood,spotify:track:1h4XVjt26ZCDKmeEoHxT07,0.742,0.663,10,-5.06,0,0.0321,0.154,0.0,0.197,0.913,113.005,141329,4,40.57686,7,1,1960
T.L.C. Tender Love And Care,Jimmie Rodgers,spotify:track:0tgVYYVcMbfZcHBZ1gF8OX,0.445,0.326,8,-14.189,0,0.0317,0.781,0.0,0.216,0.577,141.427,138067,4,26.97067,8,1,1960
That's Life (That's Tough),Gabriel And The Angels,spotify:track:2b0Krnn7gdbfPq5cCT7EBH,0.597,0.53,10,-9.071,1,0.041,0.856,0.0,0.135,0.827,131.508,152653,4,28.88942,11,1,1960
It's Magic,The Platters,spotify:track:4yhnLvpinTUYsGVVOWXhUi,0.572,0.402,11,-10.926,0,0.0286,0.828,1.16e-05,0.19,0.684,109.845,144600,4,79.90903,5,1,1960
I Like It Like That,The Miracles,spotify:track:38lva1IzrAQYqlSxjw1cth,0.602,0.541,2,-8.757,1,0.0431,0.38,0.0,0.0995,0.624,110.615,156800,4,25.42821,7,1,1960
Guilty,Jim Reeves,spotify:track:7gkZ7ADjb9JUwld86AsCwI,0.342,0.251,11,-13.642,1,0.0288,0.707,0.000961,0.112,0.253,85.059,190333,4,87.41337,8,1,1960
Palisades Park,Freddy Cannon,spotify:track:2qi7QEyfxL2Z2ez9Rd51e0,0.36,0.82,1,-6.28,1,0.0552,0.404,0.0,0.121,0.857,83.227,113213,4,61.67087,5,1,1960
Catch The Wind,Donovan,spotify:track:6aXKbU2QGsOms8UT3eUOg1,0.385,0.306,3,-12.167,1,0.0297,0.452,7.43e-06,0.128,0.546,173.377,173813,3,29.35848,7,1,1960
Mama (He Treats Your Daughter Mean),Ruth Brown,spotify:track:2yShRZBSQ7Pa7GPrdQBjhy,0.807,0.189,8,-15.549,1,0.124,0.478,0.0,0.0722,0.849,122.908,176387,4,43.9836,8,1,1960
Joanie,Frankie Calen,spotify:track:3Aq3KkxoTxcTApZASmfMsk,0.583,0.528,7,-5.501,1,0.0265,0.71,0.0,0.203,0.629,97.049,150373,4,69.22347,6,1,1960
Three Hearts In A Tangle,Roy Drusky,spotify:track:7yQttsqzo0g6RJbgYUElxJ,0.531,0.271,0,-12.465,1,0.026,0.46,0.000803,0.0977,0.377,96.555,158222,3,29.89742,7,1,1960
Do You Wanna Dance,The Mamas & The Papas,spotify:track:645pkWAIHbCECpVsaZAxKq,0.592,0.341,4,-11.768,1,0.0286,0.744,0.0,0.0905,0.637,108.791,180733,4,20.25167,8,1,1960
Up And Down,The McCoys,spotify:track:0o4pKAWsrM8YKfkCC5Xjxy,0.647,0.435,2,-11.186,1,0.0376,0.262,0.0,0.249,0.941,132.401,180333,4,57.64618,8,1,1960
A Ray Of Hope,The Rascals,spotify:track:7osQgwNLoDtLFoZJ4Rwkqq,0.454,0.656,0,-9.422,1,0.0328,0.587,1.66e-05,0.116,0.82,102.124,226213,4,20.91504,11,1,1960
Tall Cool One,The Wailers,spotify:track:73ZIvUqkE31enhAzZnzNLU,0.627,0.767,7,-6.388,1,0.0276,0.706,0.0737,0.076,0.865,124.412,153867,4,47.42448,8,1,1960
Send Me The Pillow You Dream On,Dean Martin,spotify:track:7hyuFoept7slNptV126UwW,0.478,0.341,10,-13.18,1,0.0286,0.778,9.73e-06,0.254,0.62,105.107,150267,4,52.48481,7,1,1960
Cry To Me,Betty Harris,spotify:track:3EppYZZJ7yuyRZibNAYBed,0.442,0.395,9,-9.213,1,0.0441,0.311,2.02e-05,0.148,0.34,80.099,196587,4,38.89313,9,1,1960
Baby You Got It,Brenton Wood,spotify:track:7hphy8rtxpYshs3UzDZTzN,0.785,0.702,10,-4.757,0,0.0369,0.667,0.0,0.162,0.961,108.639,128547,4,54.98706,6,1,1960
Ballad Of Easy Rider,The Byrds,spotify:track:3Uel0UHGHz564BrHmwoWYZ,0.411,0.635,2,-11.645,1,0.0667,0.66,0.0519,0.273,0.755,97.123,124267,4,46.28396,6,1,1960
Town Without Pity,Gene Pitney,spotify:track:4g4h8NFHaYX29p3RLBdOkd,0.499,0.535,7,-6.43,1,0.0292,0.618,7.55e-05,0.065,0.65,120.364,174147,3,36.95525,9,1,1960
Windy,Wes Montgomery,spotify:track:2dUCI2pj2CmMem7v8Ul8BO,0.772,0.4,10,-12.464,1,0.0348,0.671,0.0142,0.0821,0.673,134.239,142867,4,17.91839,8,1,1960
Desiree',The Left Banke,spotify:track:1N7R2f8HEZea5MvgBvQFqE,0.483,0.524,0,-8.692,1,0.0301,0.304,6.26e-05,0.454,0.585,134.167,164067,1,31.43138,10,1,1960
Long Live Our Love,The Shangri-Las,spotify:track:7FaYqYa8EBuDx84rFDO9vW,0.631,0.547,6,-8.356,0,0.0654,0.553,0.0,0.167,0.569,122.515,174200,4,111.07454,6,1,1960
Big Time,Lou Christie,spotify:track:4bkVDSiPvKuUflJTRKkOoO,0.426,0.675,8,-6.572,1,0.0286,0.132,0.0,0.316,0.813,152.98,124493,4,35.46489,6,1,1960
Do You Want To Know A Secret,The Beatles,spotify:track:7Aobt67JnaF7qN8jCCKvHq,0.673,0.349,4,-12.414,1,0.0368,0.608,0.0,0.38,0.609,124.451,117013,4,61.23565,4,1,1960
Walk On By,Dionne Warwick,spotify:track:3xsOtNxtBW0oTI1OWKAzTm,0.7,0.33,5,-9.027,1,0.0303,0.719,8.6e-05,0.136,0.524,98.605,178333,4,23.06501,11,1,1960
Surfer Girl,The Beach Boys,spotify:track:1AJ5F0FMTC3yFU3ocjy1gE,0.522,0.37,2,-8.364,1,0.0253,0.651,0.0,0.142,0.653,105.826,148533,3,68.00337,6,1,1960
